S1245x,S1245y,S1245z,S1346x,S1346y,S1346z,S2356x,S2356y,S2356z,SAx,SAy,SAz,SBx,SBy,SBz,SCx,SCy,SCz
2.484776569959482e-15,5.580035113406868e-7,-1.3333333333332174,2.309563376550255e-15,5.580035111288031e-7,-1.3333333333332174,2.5114172146912132e-15,5.580035110340162e-7,-1.3333333333332151,-1.4643713779653699e-15,-3.678843385215151e-7,0.9999999999999322,-1.448459179250457e-15,-3.6788433861507466e-7,0.9999999999999325,-2.1385286458884024e-15,-3.678843422559574e-7,0.9999999999999323
-5.221946936251866e-17,-6.333208065674262e-18,8.673617379882606e-17,-1.0319977688194933e-16,-3.888774598427939e-17,-1.0928757898655315e-16,1.5541924624446792e-16,4.5220954049954695e-17,1.4051260155410708e-16,3.1141277525839174e-15,3.8505453228344895e-15,0.9999999999999998,-8.300445293380152e-18,-8.794371049091197e-17,0.9999999999999998,1.7982399734815106e-16,3.209561643259859e-16,0.9999999999999998
1.3641131661336103e-16,2.699966279386304e-17,1.3333333333333317,-5.873319005717785e-17,-4.3510096671635564e-17,1.3333333333333328,-8.061225318493748e-17,4.077041314300564e-17,1.3333333333333361,2.9794291389157175e-17,2.6125701950913027e-17,1.0000000000000002,-7.379937168876691e-17,5.303691482071923e-17,1.0000000000000002,-1.0942220547642497e-17,-2.653835146337383e-17,1.0000000000000002
1.6653961151196137e-15,2.2666945899674083e-15,2.6666666666666687,1.7241230269965527e-15,2.228392955855444e-15,2.666666666666669,1.4618833254377093e-15,1.874635350546739e-15,2.6666666666666705,-1.9281945723483601e-16,-2.5729470090390846e-16,1.0000000000000009,-1.5718779726910904e-16,-2.4372753812245944e-16,1.0000000000000009,-1.6320474111274496e-16,-2.0354352101171727e-16,1.0000000000000009
-3.998984219051775e-17,8.264181447116178e-16,3.9999999999999982,3.9415331837855385e-17,1.0129915335429282e-15,3.9999999999999982,-4.2022255705495794e-16,1.3295177429844799e-15,3.9999999999999982,-2.0713478476525844e-16,1.9517693466043897e-16,0.9999999999999996,-1.3351551896175407e-16,-4.948536107749876e-17,0.9999999999999996,1.847482894985248e-16,-2.988915548978945e-16,0.9999999999999996
